"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
100199,"cnano",,,,"na'o","gismu","norm","均",4,"x1 [value] is a norm/average in property/amount x2 (ka/ni) among x3(s) (set) by standard x4","7e",10,5,5
100200,"cnebo",,"neb",,"ne'o","gismu","neck","颈",2,"x1 is a/the neck [body-part] of x2; [metaphor: a relatively narrow point]","1c",6,4,4
100201,"cnemu",,"nem",,"ne'u","gismu","reward","奖",4,"x1 (agent) rewards x2 [recipient] for atypical x3 (event/property) with reward/desserts x4","a",39,6,6
100202,"cnici",,"nic",,,"gismu","orderly","整",2,"x1 is orderly/neat/ordered in property/quantity x2 (ka/ni)","7j",20,8,8
100203,"cnino",,"nin",,"ni'o","gismu","new","新",4,"x1 is new/unfamiliar/novel to observer x2 in feature x3 (ka) by standard x4; x1 is a novelty","2c",126,52,52
100204,"cnisa",,"nis",,,"gismu","lead","铅",1,"x1 is a quantity of/contains/is made of lead (Pb); [metaphor: heavy, malleable, soft metal]","ag",3,"#N/A",0
100205,"cnita",,"nit",,"ni'a","gismu","beneath","下",3,"x1 is directly/vertically beneath/below/under/underneath/down from x2 in frame of reference x3","2d",139,27,27
100206,"cokcu",,,"cko",,"gismu","soak up","吸",4,"x1 soaks up/absorbs/sucks up x2 from x3 into x4; x1 is an absorbant","as",2,"#N/A",0
100207,"condi",,"con","cno","coi","gismu","deep","深",4,"x1 is deep in extent in direction/property x2 away from reference point x3 by standard x4","6c",57,12,12
100208,"cortu",,"cor","cro",,"gismu","pain","疼",2,"x1 hurts/feels pain/hurt at locus x2","4c",41,16,16
100209,"cpacu",,,"cpa",,"gismu","get","取",3,"x1 gets/procures/acquires/obtains/accepts x2 from source x3 [previous possessor not implied]","2b",143,54,54
100210,"cpana",,,,,"gismu","upon","上",3,"x1 is upon/atop/resting on/lying on [the upper surface of] x2 in frame of reference/gravity x3","1e",63,23,23
100211,"cpare",,"par",,,"gismu","climb","爬",4,"x1 climbs/clambers/creeps/crawls on surface x2 in direction x3 using x4 [limbs/tools]","2b",56,13,13
100212,"cpedu",,,"cpe",,"gismu","request","求",4,"x1 requests/asks/petitions/solicits for x2 of/from x3 in manner/form x4","1h",72,22,22
100213,"cpina",,,,,"gismu","pungent","辛",2,"x1 is pungent/piquant/peppery/spicy/irritating to sense x2","5c",35,7,7
100214,"cradi",,,,,"gismu","radio","匣",4,"x1 broadcasts/transmits [using radio waves] x2 via station/frequency x3 to [radio] receiver x4","as",0,18,18
100215,"crane",,,"cra",,"gismu","front","前",3,"x1 is anterior/ahead/forward/(in/on) the front of x2 which faces/in-frame-of-reference x3","1e",0,7,7
100216,"creka",,"cek",,,"gismu","shirt","衫 ",2,"x1 is a shirt/blouse/top [upper-body garment - not necessarily sleeved or buttoned], material x2","3f",13,4,4
100217,"crepu",,"rep",,,"gismu","harvest","收",3,"x1 (agent) harvests/reaps/gathers crop/product/objects x2 from source/area x3","as",2,8,8
100218,"cribe",,"rib",,,"gismu","bear","熊",2,"x1 is a bear/ursoid of species/breed x2","ai",125,"#N/A",0
100219,"crida",,"rid",,,"gismu","fairy","仙",2,"x1 is a fairy/elf/gnome/brownie/pixie/goblin/kobold [mythical humanoid] of mythos/religion x2","ac",4,2,2
100220,"crino",,,,"ri'o","gismu","green","绿",1,"x1 is green/verdant [color adjective]","1a",92,10,10
100221,"cripu",,"rip",,,"gismu","bridge","桥",4,"x1 is a bridge/span over/across x2 between x3 and x4 [unordered, typically destination first]","ao",37,"#N/A",0
100222,"crisa",,"cis",,,"gismu","summer","夏",3,"x1 is summer/summertime [hot season] of year x2 at location x3","3e",25,9,9
100223,"critu",,,,,"gismu","autumn","秋",3,"x1 is autumn/fall [harvest/cooling season] of year x2 at location x3","3e",4,1,1
100224,"ctaru",,,,,"gismu","tide","潮",3,"x1 is a tide [cyclical/periodic expansion] in x2 caused by x3","a",7,"#N/A",0
100225,"ctebi",,"teb",,,"gismu","lip","唇",3,"x1 is a/the lip [body-part]/rim of orifice x2 of body x3; (adjective:) x1 is labial","aa",10,6,6
100226,"cteki",,"tek",,"ce'i","gismu","tax","税",4,"x1 is a tax/levy/duty on goods/services/event x2 levied against x3 by authority/collector x4","8d",3,2,2
100227,"ctile",,,,,"gismu","petroleum","沰",2,"x1 is a quantity of petroleum/oil from source x2","a",4,"#N/A",0
100228,"ctino",,,,"ti'o","gismu","shadow","影",3,"x1 is a shadow/the shade of object x2, made by light/energy source x3","a",27,5,5
100229,"ctuca",,,"ctu",,"gismu","teach","教",5,"x1 teaches audience x2 ideas/methods/lore x3 (du'u) about subject(s) x4 by method x5 (event)","1h",72,19,19
100230,"cukla",,"cuk",,,"gismu","round","圆",1,"x1 is round/circular [2-dimensional shape/form]; x1 is a disk/circle/ring","9b",16,11,11
100231,"cukta",,,"cku",,"gismu","book","书",5,"x1 is a book containing work x2 by author x3 for audience x4 preserved in medium x5","1f",163,39,39
100232,"culno",,,"clu",,"gismu","full","充",2,"x1 is full/completely filled with x2","2g",58,6,6
100233,"cumki",,"cum",,"cu'i","gismu","possible","可",2,"x1 (event/state/property) is possible under conditions x2; x1 may/might occur; x1 is a maybe","3j",78,46,46
100234,"cumla",,"cul",,,"gismu","humble","谦",2,"x1 is humble/modest about x2 (abstraction); x1 displays humility about x2","9c",1,6,6
100235,"cunmi",,,,,"gismu","millet","粟",2,"x1 is a quantity of millet [grain] of species/strain x2","aj",3,1,1
100236,"cunso",,"cun",,"cu'o","gismu","random","随",3,"x1 is random/fortuitous/unpredictable under conditions x2, with probability distribution x3","7e",23,9,9
100237,"cuntu",,,,"cu'u","gismu","affair","事",2,"x1 is an affair/organized activity involving person(s) x2 (ind./mass); x1 is x2's business","8d",6,18,18
100238,"cupra",,,"pra",,"gismu","produce","产",3,"x1 produces x2 [product] by process x3","8f",22,12,12
100239,"curmi",,,"cru",,"gismu","let","许",3,"x1 (agent) lets/permits/allows x2 (event) under conditions x3; x1 grants privilege x2","8e",57,19,19
100240,"curnu",,"cur",,,"gismu","worm","蠕",2,"x1 is a worm/invertebrate animal of species/breed x2","ai",12,1,1
100241,"curve",,"cuv",,,"gismu","pure","纯",2,"x1 is pure/unadulterated/unmitigated/simple in property x2 (ka)","7j",0,1,1
100242,"cusku",,"cus","sku",,"gismu","express","达",4,"x1 (agent) expresses/says x2 (sedu'u/text/lu'e concept) for audience x3 via expressive medium x4","1h",872,730,730
100243,"cutci",,"cuc",,,"gismu","shoe","鞋",3,"x1 is a shoe/boot/sandal for covering/protecting [feet/hooves] x2, and of material x3","3f",28,6,6
100244,"cutne",,"cut",,,"gismu","chest","胸",2,"x1 is a/the chest/thorax/upper trunk/[rib cage/breast] [body-part] of x2","aa",16,2,2
100245,"cuxna",,"cux",,"cu'a","gismu","choose","选",3,"x1 chooses/selects x2 [choice] from set/sequence of alternatives x3 (complete set)","2f",77,7,7
100246,"dacru",,"dac",,,"gismu","drawer","屉",3,"x1 is a drawer/file in structure x2, a [sliding compartment] container for contents x3","ao",14,"#N/A",0
100247,"dacti",,,,"dai","gismu","object","物",1,"x1 is a material object enduring in space-time; x1 is a thing","1f",44,15,15
100248,"dadjo",,"daj",,,"gismu","Taoist","道",2,"x1 pertains to the Taoist culture/ethos/religion in aspect x2","ac",3,"#N/A",0
100249,"dakfu",,"dak",,,"gismu","knife","刀",3,"x1 is a knife (tool) for cutting x2, with blade of material x3","1f",19,4,4
100250,"dakli",,,,,"gismu","sack","袋",3,"x1 is a sack/bag with contents x2, and of material x3","3f",27,4,4
100251,"damba",,"dab",,"da'a","gismu","fight","斗",3,"x1 fights/combats/struggles with x2 over issue x3 (abstract); x1 is a fighter/combatant","8g",30,13,13
100252,"damri",,,,,"gismu","drum","鼓",2,"x1 is a drum/cymbal/gong [percussion musical instrument] with beater/actuator x2","ak",9,"#N/A",0
100253,"dandu",,"dad",,,"gismu","hang","挂",3,"x1 hangs/dangles/is suspended from x2 by/at/with joint x3","7j",54,10,10
100254,"danfu",,"daf",,,"gismu","answer","答",2,"x1 is the answer/response/solution/[reply] to question/problem x2","1h",58,22,22
100255,"danlu",,"dal",,"da'u","gismu","animal","兽",2,"x1 is an animal/creature of species x2; x1 is biologically animate","6c",61,28,28
100256,"danmo",,"dam",,,"gismu","smoke","烟",2,"x1 is made of/contains/is a quantity of smoke/smog/air pollution from source x2","4h",31,6,6
100257,"danre",,,,"da'e","gismu","pressure","压",2,"x1 (force) puts pressure on/presses/applies force to x2","a",3,4,4
100258,"dansu",,,,,"gismu","dance","舞",2,"x1 (individual, mass) dances to accompaniment/music/rhythm x2","5g",55,18,18
100259,"danti",,"dan",,,"gismu","projectile","射",2,"x1 is a ballistic projectile [e.g. bullet/missile] for firing by [gun/propelling launcher] x2","ao",6,6,6
100260,"daplu",,,"plu",,"gismu","island","岛",3,"x1 is an island/atoll/key of [material/properties] x2 in surroundings/body x3; x1 is insular","ap",3,3,3
100261,"dapma",,"dap",,,"gismu","curse","骂",3,"x1 curses/damns/condemns x2 to fate (event) x3","a",22,6,6
100262,"dargu",,"dag",,,"gismu","road","路",4,"x1 is a road/highway to x2 from x3 with route x4 (x2/x3 may be unordered)","5d",69,7,7
100263,"darlu",,,,"dau","gismu","argue","论",3,"x1 argues for stand x2 against stand x3; [an opponent is not necessary]","3j",57,8,8
100264,"darno",,"dar",,"da'o","gismu","far","远",3,"x1 is far/distant from x2 in property x3 (ka)","2g",69,19,19
100265,"darsi",,,,,"gismu","audacity","敢",2,"x1 shows audacity/chutzpah in behavior x2 (event/activity); x1 dares to do/be x2 (event/ka)","a",6,12,12
100266,"darxi",,"dax",,"da'i","gismu","hit","打",4,"x1 hits/strikes/[beats] x2 with instrument [or body-part] x3 at locus x4","1g",105,23,23
100267,"daski",,,,,"gismu","pocket","兜",2,"x1 is a pocket/pouch of/in garment/item x2","3f",10,6,6
100268,"dasni",,"das",,,"gismu","wear","罩",3,"x1 wears/is robed/garbed in x2 as a garment of type x3","3f",71,18,18
100269,"daspo",,,"spo",,"gismu","destroy","毁",2,"x1 (event) destroys/ruins/wrecks/despoils x2; x1 is destructive","4c",41,8,8
100270,"dasri",,,"sri",,"gismu","ribbon","缎",2,"x1 is a ribbon/tape/strip/band/stripe of material x2","3f",29,3,3
100271,"datka",,,,,"gismu","duck","鸭",2,"x1 is a duck/[drake] of species/breed x2","ai",20,3,3
100272,"datni",,,,,"gismu","data","据",3,"x1 (du'u) [fact/measurement] is data/information/statistic(s) about x2 gathered by method x3","8b",14,24,24
100273,"decti",,"dec",,,"gismu",".1","d",3,"x1 is a tenth [1/10; 1x10**-1] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100274,"degji",,"deg",,,"gismu","finger","指",3,"x1 is a/the finger/digit/toe [body-part] on limb/body site x2 of body x3; [metaphor: peninsula]","1c",15,8,8
100275,"dejni",,"dej",,,"gismu","owe","欠",4,"x1 owes x2 in debt/obligation to creditor x3 in return for x4 [service, loan]; x1 is a debtor","8d",5,"#N/A",0
100276,"dekpu",,,,,"gismu","gallon","仑",4,"x1 is x2 (default 1) local volume unit(s) [non-metric; e.g. bushel], standard x3, x4 subunits","al",0,"#N/A",0
100277,"dekto",,"dek",,,"gismu","10","十",3,"x1 is ten [10; 1*10**1] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100278,"delno",,"del",,"de'o","gismu","candela","烛",3,"x1 is x2 candela [metric unit] in luminosity (default is 1) by standard x3","af",0,"#N/A",0
100279,"dembi",,"deb",,,"gismu","bean","豆",2,"x1 is a bean/pea/leguminous seed from plant [legume] x2","5b",47,1,1
100280,"denci",,"den",,"de'i","gismu","tooth","牙",2,"x1 is a/the tooth [body-part] of x2; (adjective:) x1 is dental","aa",30,1,1
100281,"denmi",,"dem",,,"gismu","dense","稠",3,"x1 is dense/concentrated/packed/intense in property x2 (ka) at location/locus x3","7j",48,6,6
100282,"denpa",,"dep",,"de'a","gismu","wait","待",4,"x1 awaits/waits/pauses for/until x2 at state x3 before starting/continuing x4 (activity/process)","1h",112,50,50
100283,"dertu",,"der",,"de'u","gismu","dirt","壤",3,"x1 is a quantity of/contains/is made of dirt/soil/earth/ground from source x2 of composition x3","ah",100,10,10
100284,"derxi",,,"dre",,"gismu","heap","堆",3,"x1 is a heap/pile/stack/mound/hill of materials x2 at location x3","3m",15,1,1
100285,"desku",,"des",,,"gismu","shake","摇",2,"x1 shakes/quakes/trembles/quivers/shudders/wobbles/vibrates from force x2","1g",46,21,21
100286,"detri",,"det",,,"gismu","date","期",4,"x1 is the date [day,{week},{month},year] of event/state x2, at location x3, by calendar x4","3e",29,9,9
100287,"dicra",,"dir",,,"gismu","interrupt","断",3,"x1 (event) interrupts/stops/halts/[disrupts] x2 (object/event/process) due to quality x3","4d",60,6,6
100288,"dikca",,"dic",,,"gismu","electric","电",3,"x1 is electricity [electric charge or current] in/on x2 of polarity/quantity x3 (def. negative)","7g",4,16,16
100289,"diklo",,,"klo",,"gismu","local","当",3,"x1 is local to x2; x1 is confined to locus x2 within range x3","5d",426,13,13
100290,"dikni",,"dik",,,"gismu","regular","定",3,"x1 is regular/cyclical/periodic in property (ka)/activity x2 with period/interval x3","9b",6,2,2
100291,"dilcu",,,,,"gismu","quotient","除",4,"x1 is a quotient of 'x2/x3' [dividend x2 divided by divisor x3], leaving remainder x4","7e",3,"#N/A",0
100292,"dilnu",,"dil",,,"gismu","cloud","云",4,"x1 is a cloud of material x2 in air mass x3 at floor/base elevation x4","4h",28,2,2
100293,"dimna",,"dim",,,"gismu","fate","缘",2,"x1 is a fate/destiny of x2; [doom, curse are mabla-forms]; x2 is fated/predestined/doomed to x1","a",8,3,3
100294,"dinju",,"dij",,"di'u","gismu","building","楼",2,"x1 is a building/edifice for purpose x2","2k",153,11,11
100295,"dinko",,,,"di'o","gismu","nail","钉",3,"x1 is a nail/tack [pointed driven/frictional fastener] of type/size x2 (ka), made of material x3","ao",0,"#N/A",0
100296,"dirba",,"dib",,,"gismu","dear","珍",2,"x1 is dear/precious/darling to x2; x1 is emotionally valued by x2","9d",18,23,23
100297,"dirce",,,,"di'e","gismu","radiate","辐",3,"x1 radiates/emits x2 under conditions x3","7j",14,3,3
100298,"dirgo",,"dig",,,"gismu","drop","滴",3,"x1 is a drop [small, cohesive shape] of material [liquid/vapor] x2 in surrounding material x3","4h",15,1,1
100299,"dizlo",,"diz","dzi",,"gismu","low","低",3,"x1 is low/down/downward in frame of reference x2 as compared with baseline/standard height x3","2d",91,10,10
100300,"djacu",,"jac",,"jau","gismu","water","水",1,"x1 is made of/contains/is a quantity/expanse of water; (adjective:) x1 is aqueous/[aquatic]","4h",106,34,34
100301,"djedi",,,"dje","dei","gismu","full day","天",3,"x1 is x2 full days in duration (default is 1 day) by standard x3; (adjective:) x1 is diurnal","3e",159,63,63
100302,"djica",,,"dji",,"gismu","desire","要",3,"x1 desires/wants/wishes x2 (event/state) for purpose x3","3l",500,158,158
100303,"djine",,"jin",,,"gismu","ring","环",4,"x1 is a ring/annulus/torus/circle [shape/form] of material x2, inside diam. x3, outside diam. x4","9b",6,3,3
100304,"djuno",,"jun",,"ju'o","gismu","know","知",4,"x1 knows fact(s) x2 (du'u) about subject x3 by epistemology x4","1h",375,154,154
100305,"donri",,"dor",,"do'i","gismu","daytime","昼",3,"x1 is the daytime of day x2 at location x3; (adjective:) x1 is diurnal (vs. nocturnal)","3e",14,14,14
100306,"dotco",,"dot",,"do'o","gismu","German","堡",2,"x1 reflects German/Germanic culture/nationality/language in aspect x2","ab",12,"#N/A",0
100307,"draci",,,,,"gismu","drama","剧",5,"x1 is a drama/play about x2 [plot/theme/subject] by dramatist x3 for audience x4 with actors x5","5g",19,4,4
100308,"drani",,,"dra",,"gismu","correct","正",4,"x1 is correct/proper/right/perfect in property/aspect x2 (ka) in situation x3 by standard x4","1h",91,94,94
100309,"drata",,"dat",,,"gismu","other","他",3,"x1 isn't the-same-thing-as/is different-from/other-than x2 by standard x3; x1 is something else","2g",351,127,127
100310,"drudi",,"rud","dru",,"gismu","roof","顶",2,"x1 is a roof/top/ceiling/lid of x2","2k",30,9,9
100311,"dugri",,"dug",,,"gismu","logarithm","擞",3,"x1 is the logarithm of x2 with base x3","ar",1,"#N/A",0
100312,"dukse",,"dus",,"du'e","gismu","excess","余",3,"x1 is an excess of/too much of x2 by standard x3","3m",178,73,73
100313,"dukti",,"dut",,,"gismu","opposite","对",3,"x1 is polar opposite from/contrary to x2 in property/on scale x3 (property/si'o)","3j",20,2,2
100314,"dunda",,"dud",,"du'a","gismu","give","给",3,"x1 [donor] gives/donates gift/present x2 to recipient/beneficiary x3 [without payment/exchange]","2b",217,41,41
100315,"dunja",,"duj",,,"gismu","freeze","凝",3,"x1 freezes/jells/solidifies at temperature x2 and pressure x3","4h",27,"#N/A",0
100316,"dunku",,"duk",,"du'u","gismu","anguish","痛",2,"x1 is anguished/distressed/emotionally wrought/stressed by x2","4d",25,9,9
100317,"dunli",,"dun",,"du'i","gismu","equal","等",3,"x1 is equal/congruent to/as much as x2 in property/dimension/quantity x3","6k",93,16,16
100318,"dunra",,"dur",,,"gismu","winter","冬",3,"x1 is winter/wintertime [cold season] of year x2 at location x3","3e",18,8,8
100319,"dzena",,,"dze",,"gismu","elder","祖",3,"x1 is an elder/ancestor of x2 by bond/tie/degree x3; x1's generation precedes x2's parents","4b",12,6,6
100320,"dzipo",,"zip",,"zi'o","gismu","Antarctican","汕",2,"x1 reflects Antarctican culture/nationality/geography in aspect x2","ab",5,3,3
100321,"facki",,"fak",,"fa'i","gismu","discover","现",3,"x1 discovers/finds out x2 (du'u) about subject/object x3; x1 finds (fi) x3 (object)","4d",128,64,64
100322,"fadni",,"fad",,,"gismu","ordinary","凡",3,"x1 [member] is ordinary/common/typical/usual in property x2 (ka) among members of x3 (set)","6f",14,7,7
100323,"fagri",,"fag",,,"gismu","fire","火",3,"x1 is a fire/flame in fuel x2 burning-in/reacting-with oxidizer x3 (default air/oxygen)","a",52,11,11
100324,"falnu",,"fan",,,"gismu","sail","帆",3,"x1 is a sail for gathering propelling material x2 on vehicle/motor x3","ao",2,2,2
100325,"famti",,,,,"gismu","aunt or uncle","姨",3,"x1 is an aunt/uncle of x2 by bond/tie x3; x1 is an associated member of x2's parent's generation","4b",2,"#N/A",0
